# 02 triage tags (vanillahunt link 02, smr-bugfixpack-b6, 2026-09-10) — working copy of 01's PRESETS.tsv; ⛔ 01's file is untouched, this file is the parent's; regenerate from the parent's scratch scripts, never hand-edit rows.
# presetdiff.py v1 (2026-09-10) | old=C:\Dev\SMR-SrcArchive\1.0.7.396349\Src digest=09d95e3448573dc3… | new=C:\Dev\SMR-SrcArchive\1.1.0.403908\Src digest=a4577da25cb3fe85… | python presetdiff.py --out docs/agent/reports/vanillahunt | 2026-09-10
# SCOPE: the `generated` bucket only — Data/, Lua/BuildingTemplate/, Lua/XDef/, Lua/ClassDefs/. DLC/ excluded.
# PRESETS: 1.0.7=14409  1.1.0=14986. Identity is `class::id::group` (how the GAME names a preset), with id-less presets keyed `class::file#ordinal`. Matched presets whose FILE moved: 0. Ambiguous ids needing a disambiguator: 1.0.7=1 1.1.0=0.
# ⭐ ROUTED TO 02, NOT READ HERE: the tech registry exists TWICE in 1.1.0 — 264 `TechPreset` in 1.0.7 became 274 `TechPreset` PLUS 441 `Tech`, and 258 of the 1.0.7 ids appear under both classes in the new tree. Mechanical count only; what it means is a reader's question.
# ⛔ REORDER IS NOT A ROW, BY CONSTRUCTION: rows are keyed by key PATH, so re-emitting a preset's keys in another order with equal values yields nothing. 0 presets are in exactly that state — COUNTED here so that `no rows` and `never looked` do not look alike.
# ROWS BY CHURN CLASS: COMMENT=1  REINDEX=10462  REINDEX-SWAP=1924  T-ID=22  added-preset=1471  none=22738  removed-preset=894   ⭐ `none` is the READABLE PILE — the rows 04's registry agents actually read.
# ⭐ THE GENERATED-LUA TWINS, so 04 can confirm they carry nothing extra: 1.1.0 files parsed per registry — Data=2191, Lua/BuildingTemplate=292, Lua/ClassDefs=7, Lua/XDef=426 | 1.0.7 — Data=2143, Lua/BuildingTemplate=288, Lua/ClassDefs=9, Lua/XDef=400
# ⚠️ CHURN CLASSES ARE CLAIMS. Each is a rule asserting a row is uninteresting; `python tools/presetdiff.py --sample <class>` prints rows so one can be falsified. A single row where a rule hid a real value change VOIDS that class.
# 02 COLUMNS: prid = P + 1-based data-row index of PRESETS.tsv. system = preset:<class>; link = 03 (dlc-adjacent) | 04-E (the registry agent) | NOT-READ(churn) for REINDEX / T-ID / COMMENT (rule-classed and sampled by 01, unread here — TRIAGE.md §4). ⭐ READ by a registry agent: `none` + `REINDEX-SWAP` (01: must be read where order is semantic) + `added-preset` + `removed-preset` (real content, not churn).
# 02 DLC TAG on presets: T1 literal on class:id + key + both values; T2 narrowed on id + key + values ONLY — never on the class name (a registry is not a mention). Literal matching of all 25 terms would tag 8,209 readable rows (all of TechPreset and LawDef by class name).
# 02 FIELD-REPORT TAGS (README §2b), column `fr`: FR-1(c) = `none`/`added-preset` rows of ParticleSystemPreset, LightmodelPreset, ActionFX*, *Entity* registries (assets first spawned at new game); FR-2 = id/key/value naming DeepScan / UndergroundDeepScanning / Deep* resources / depth_layer.
prid	file	class	id	key	value107	value110	churn-class	flags	system	link	dlc	dlc_terms	dlc_literal	fr
P14012	Data/StoryBit/Boost6_SafeKeeping_Complication.lua	StoryBit	Boost6_SafeKeeping_Complication	qa_info.data[4].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14013	Data/StoryBit/Boost6_SafeKeeping_Complication.lua	StoryBit	Boost6_SafeKeeping_Complication	qa_info.data[4].time	1550489865	<absent>	none		preset:StoryBit	04-E				
P14014	Data/StoryBit/Boost6_SafeKeeping_Complication.lua	StoryBit	Boost6_SafeKeeping_Complication	qa_info.data[4].user	"Blizzard"	<absent>	none		preset:StoryBit	04-E				
P14015	Data/StoryBit/Boost6_SafeKeeping_Complication.lua	StoryBit	Boost6_SafeKeeping_Complication	qa_info.data[5].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14016	Data/StoryBit/Boost6_SafeKeeping_Complication.lua	StoryBit	Boost6_SafeKeeping_Complication	qa_info.data[5].time	1745415583	<absent>	none		preset:StoryBit	04-E				
P14017	Data/StoryBit/Boost6_SafeKeeping_Complication.lua	StoryBit	Boost6_SafeKeeping_Complication	qa_info.data[5].user	"Lina"	<absent>	none		preset:StoryBit	04-E				
P14018	Data/StoryBit/Boost7_DiminishingReturns.lua	StoryBit	Boost7_DiminishingReturns	qa_info.__class	'PresetQAInfo'	<absent>	none		preset:StoryBit	04-E				
P14019	Data/StoryBit/Boost7_DiminishingReturns.lua	StoryBit	Boost7_DiminishingReturns	qa_info.data[1].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14020	Data/StoryBit/Boost7_DiminishingReturns.lua	StoryBit	Boost7_DiminishingReturns	qa_info.data[1].time	1549880873	<absent>	none		preset:StoryBit	04-E				
P14021	Data/StoryBit/Boost7_DiminishingReturns.lua	StoryBit	Boost7_DiminishingReturns	qa_info.data[1].user	"Momchil"	<absent>	none		preset:StoryBit	04-E				
P14022	Data/StoryBit/Boost7_DiminishingReturns.lua	StoryBit	Boost7_DiminishingReturns	qa_info.data[2].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14023	Data/StoryBit/Boost7_DiminishingReturns.lua	StoryBit	Boost7_DiminishingReturns	qa_info.data[2].time	1549981013	<absent>	none		preset:StoryBit	04-E				
P14024	Data/StoryBit/Boost7_DiminishingReturns.lua	StoryBit	Boost7_DiminishingReturns	qa_info.data[2].user	"Lina"	<absent>	none		preset:StoryBit	04-E				
P14025	Data/StoryBit/Boost7_DiminishingReturns.lua	StoryBit	Boost7_DiminishingReturns	qa_info.data[3].action	"Verified"	<absent>	none		preset:StoryBit	04-E				
P14026	Data/StoryBit/Boost7_DiminishingReturns.lua	StoryBit	Boost7_DiminishingReturns	qa_info.data[3].time	1549983066	<absent>	none		preset:StoryBit	04-E				
P14027	Data/StoryBit/Boost7_DiminishingReturns.lua	StoryBit	Boost7_DiminishingReturns	qa_info.data[3].user	"Lina"	<absent>	none		preset:StoryBit	04-E				
P14028	Data/StoryBit/Boost7_DiminishingReturns.lua	StoryBit	Boost7_DiminishingReturns	qa_info.data[4].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14029	Data/StoryBit/Boost7_DiminishingReturns.lua	StoryBit	Boost7_DiminishingReturns	qa_info.data[4].time	1550051273	<absent>	none		preset:StoryBit	04-E				
P14030	Data/StoryBit/Boost7_DiminishingReturns.lua	StoryBit	Boost7_DiminishingReturns	qa_info.data[4].user	"Momchil"	<absent>	none		preset:StoryBit	04-E				
P14031	Data/StoryBit/Boost7_DiminishingReturns.lua	StoryBit	Boost7_DiminishingReturns	qa_info.data[5].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14032	Data/StoryBit/Boost7_DiminishingReturns.lua	StoryBit	Boost7_DiminishingReturns	qa_info.data[5].time	1550489954	<absent>	none		preset:StoryBit	04-E				
P14033	Data/StoryBit/Boost7_DiminishingReturns.lua	StoryBit	Boost7_DiminishingReturns	qa_info.data[5].user	"Blizzard"	<absent>	none		preset:StoryBit	04-E				
P14034	Data/StoryBit/Boost7_DiminishingReturns.lua	StoryBit	Boost7_DiminishingReturns	qa_info.data[6].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14035	Data/StoryBit/Boost7_DiminishingReturns.lua	StoryBit	Boost7_DiminishingReturns	qa_info.data[6].time	1551966782	<absent>	none		preset:StoryBit	04-E				
P14036	Data/StoryBit/Boost7_DiminishingReturns.lua	StoryBit	Boost7_DiminishingReturns	qa_info.data[6].user	"Radomir"	<absent>	none		preset:StoryBit	04-E				
P14037	Data/StoryBit/Boost7_DiminishingReturns.lua	StoryBit	Boost7_DiminishingReturns	qa_info.data[7].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14038	Data/StoryBit/Boost7_DiminishingReturns.lua	StoryBit	Boost7_DiminishingReturns	qa_info.data[7].time	1745415705	<absent>	none		preset:StoryBit	04-E				
P14039	Data/StoryBit/Boost7_DiminishingReturns.lua	StoryBit	Boost7_DiminishingReturns	qa_info.data[7].user	"Lina"	<absent>	none		preset:StoryBit	04-E				
P14040	Data/StoryBit/Boost7_DiminishingReturns_Decline.lua	StoryBit	Boost7_DiminishingReturns_Decline	qa_info.__class	'PresetQAInfo'	<absent>	none		preset:StoryBit	04-E				
P14041	Data/StoryBit/Boost7_DiminishingReturns_Decline.lua	StoryBit	Boost7_DiminishingReturns_Decline	qa_info.data[1].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14042	Data/StoryBit/Boost7_DiminishingReturns_Decline.lua	StoryBit	Boost7_DiminishingReturns_Decline	qa_info.data[1].time	1549880873	<absent>	none		preset:StoryBit	04-E				
P14043	Data/StoryBit/Boost7_DiminishingReturns_Decline.lua	StoryBit	Boost7_DiminishingReturns_Decline	qa_info.data[1].user	"Momchil"	<absent>	none		preset:StoryBit	04-E				
P14044	Data/StoryBit/Boost7_DiminishingReturns_Decline.lua	StoryBit	Boost7_DiminishingReturns_Decline	qa_info.data[2].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14045	Data/StoryBit/Boost7_DiminishingReturns_Decline.lua	StoryBit	Boost7_DiminishingReturns_Decline	qa_info.data[2].time	1549984138	<absent>	none		preset:StoryBit	04-E				
P14046	Data/StoryBit/Boost7_DiminishingReturns_Decline.lua	StoryBit	Boost7_DiminishingReturns_Decline	qa_info.data[2].user	"Kmilushev"	<absent>	none		preset:StoryBit	04-E				
P14047	Data/StoryBit/Boost7_DiminishingReturns_Decline.lua	StoryBit	Boost7_DiminishingReturns_Decline	qa_info.data[3].action	"Verified"	<absent>	none		preset:StoryBit	04-E				
P14048	Data/StoryBit/Boost7_DiminishingReturns_Decline.lua	StoryBit	Boost7_DiminishingReturns_Decline	qa_info.data[3].time	1549987846	<absent>	none		preset:StoryBit	04-E				
P14049	Data/StoryBit/Boost7_DiminishingReturns_Decline.lua	StoryBit	Boost7_DiminishingReturns_Decline	qa_info.data[3].user	"Lina"	<absent>	none		preset:StoryBit	04-E				
P14050	Data/StoryBit/Boost7_DiminishingReturns_Decline.lua	StoryBit	Boost7_DiminishingReturns_Decline	qa_info.data[4].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14051	Data/StoryBit/Boost7_DiminishingReturns_Decline.lua	StoryBit	Boost7_DiminishingReturns_Decline	qa_info.data[4].time	1550051159	<absent>	none		preset:StoryBit	04-E				
P14052	Data/StoryBit/Boost7_DiminishingReturns_Decline.lua	StoryBit	Boost7_DiminishingReturns_Decline	qa_info.data[4].user	"Momchil"	<absent>	none		preset:StoryBit	04-E				
P14053	Data/StoryBit/Boost7_DiminishingReturns_Decline.lua	StoryBit	Boost7_DiminishingReturns_Decline	qa_info.data[5].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14054	Data/StoryBit/Boost7_DiminishingReturns_Decline.lua	StoryBit	Boost7_DiminishingReturns_Decline	qa_info.data[5].time	1550490015	<absent>	none		preset:StoryBit	04-E				
P14055	Data/StoryBit/Boost7_DiminishingReturns_Decline.lua	StoryBit	Boost7_DiminishingReturns_Decline	qa_info.data[5].user	"Blizzard"	<absent>	none		preset:StoryBit	04-E				
P14056	Data/StoryBit/Boost7_DiminishingReturns_Decline.lua	StoryBit	Boost7_DiminishingReturns_Decline	qa_info.data[6].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14057	Data/StoryBit/Boost7_DiminishingReturns_Decline.lua	StoryBit	Boost7_DiminishingReturns_Decline	qa_info.data[6].time	1745415776	<absent>	none		preset:StoryBit	04-E				
P14058	Data/StoryBit/Boost7_DiminishingReturns_Decline.lua	StoryBit	Boost7_DiminishingReturns_Decline	qa_info.data[6].user	"Lina"	<absent>	none		preset:StoryBit	04-E				
P14059	Data/StoryBit/Boost7_DiminishingReturns_Success.lua	StoryBit	Boost7_DiminishingReturns_Success	[3].CustomOutcomeText	T(993109934364, "the Martian Patents Tech costs <boost>% less")	T(993109934364, "the Martian Patents Tech boosts next Tech Point by 35%")	none		preset:StoryBit	03	dlc-adjacent	Tech~	Tech	
P14060	Data/StoryBit/Boost7_DiminishingReturns_Success.lua	StoryBit	Boost7_DiminishingReturns_Success	[4].Effects[1].Field	"Social"	"All Fields"	none		preset:StoryBit	04-E				
P14061	Data/StoryBit/Boost7_DiminishingReturns_Success.lua	StoryBit	Boost7_DiminishingReturns_Success	qa_info.__class	'PresetQAInfo'	<absent>	none		preset:StoryBit	04-E				
P14062	Data/StoryBit/Boost7_DiminishingReturns_Success.lua	StoryBit	Boost7_DiminishingReturns_Success	qa_info.data[1].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14063	Data/StoryBit/Boost7_DiminishingReturns_Success.lua	StoryBit	Boost7_DiminishingReturns_Success	qa_info.data[1].time	1549880873	<absent>	none		preset:StoryBit	04-E				
P14064	Data/StoryBit/Boost7_DiminishingReturns_Success.lua	StoryBit	Boost7_DiminishingReturns_Success	qa_info.data[1].user	"Momchil"	<absent>	none		preset:StoryBit	04-E				
P14065	Data/StoryBit/Boost7_DiminishingReturns_Success.lua	StoryBit	Boost7_DiminishingReturns_Success	qa_info.data[2].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14066	Data/StoryBit/Boost7_DiminishingReturns_Success.lua	StoryBit	Boost7_DiminishingReturns_Success	qa_info.data[2].time	1549984138	<absent>	none		preset:StoryBit	04-E				
P14067	Data/StoryBit/Boost7_DiminishingReturns_Success.lua	StoryBit	Boost7_DiminishingReturns_Success	qa_info.data[2].user	"Kmilushev"	<absent>	none		preset:StoryBit	04-E				
P14068	Data/StoryBit/Boost7_DiminishingReturns_Success.lua	StoryBit	Boost7_DiminishingReturns_Success	qa_info.data[3].action	"Verified"	<absent>	none		preset:StoryBit	04-E				
P14069	Data/StoryBit/Boost7_DiminishingReturns_Success.lua	StoryBit	Boost7_DiminishingReturns_Success	qa_info.data[3].time	1549987850	<absent>	none		preset:StoryBit	04-E				
P14070	Data/StoryBit/Boost7_DiminishingReturns_Success.lua	StoryBit	Boost7_DiminishingReturns_Success	qa_info.data[3].user	"Lina"	<absent>	none		preset:StoryBit	04-E				
P14071	Data/StoryBit/Boost7_DiminishingReturns_Success.lua	StoryBit	Boost7_DiminishingReturns_Success	qa_info.data[4].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14072	Data/StoryBit/Boost7_DiminishingReturns_Success.lua	StoryBit	Boost7_DiminishingReturns_Success	qa_info.data[4].time	1550490292	<absent>	none		preset:StoryBit	04-E				
P14073	Data/StoryBit/Boost7_DiminishingReturns_Success.lua	StoryBit	Boost7_DiminishingReturns_Success	qa_info.data[4].user	"Blizzard"	<absent>	none		preset:StoryBit	04-E				
P14074	Data/StoryBit/Boost7_DiminishingReturns_Success.lua	StoryBit	Boost7_DiminishingReturns_Success	qa_info.data[5].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14075	Data/StoryBit/Boost7_DiminishingReturns_Success.lua	StoryBit	Boost7_DiminishingReturns_Success	qa_info.data[5].time	1745415830	<absent>	none		preset:StoryBit	04-E				
P14076	Data/StoryBit/Boost7_DiminishingReturns_Success.lua	StoryBit	Boost7_DiminishingReturns_Success	qa_info.data[5].user	"Lina"	<absent>	none		preset:StoryBit	04-E				
P14077	Data/StoryBit/Boost8_TheMartianTrail.lua	StoryBit	Boost8_TheMartianTrail	qa_info.__class	'PresetQAInfo'	<absent>	none		preset:StoryBit	04-E				
P14078	Data/StoryBit/Boost8_TheMartianTrail.lua	StoryBit	Boost8_TheMartianTrail	qa_info.data[1].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14079	Data/StoryBit/Boost8_TheMartianTrail.lua	StoryBit	Boost8_TheMartianTrail	qa_info.data[1].time	1549880926	<absent>	none		preset:StoryBit	04-E				
P14080	Data/StoryBit/Boost8_TheMartianTrail.lua	StoryBit	Boost8_TheMartianTrail	qa_info.data[1].user	"Momchil"	<absent>	none		preset:StoryBit	04-E				
P14081	Data/StoryBit/Boost8_TheMartianTrail.lua	StoryBit	Boost8_TheMartianTrail	qa_info.data[2].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14082	Data/StoryBit/Boost8_TheMartianTrail.lua	StoryBit	Boost8_TheMartianTrail	qa_info.data[2].time	1550491315	<absent>	none		preset:StoryBit	04-E				
P14083	Data/StoryBit/Boost8_TheMartianTrail.lua	StoryBit	Boost8_TheMartianTrail	qa_info.data[2].user	"Blizzard"	<absent>	none		preset:StoryBit	04-E				
P14084	Data/StoryBit/Boost8_TheMartianTrail.lua	StoryBit	Boost8_TheMartianTrail	qa_info.data[3].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14085	Data/StoryBit/Boost8_TheMartianTrail.lua	StoryBit	Boost8_TheMartianTrail	qa_info.data[3].time	1550574818	<absent>	none		preset:StoryBit	04-E				
P14086	Data/StoryBit/Boost8_TheMartianTrail.lua	StoryBit	Boost8_TheMartianTrail	qa_info.data[3].user	"Momchil"	<absent>	none		preset:StoryBit	04-E				
P14087	Data/StoryBit/Boost8_TheMartianTrail.lua	StoryBit	Boost8_TheMartianTrail	qa_info.data[4].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14088	Data/StoryBit/Boost8_TheMartianTrail.lua	StoryBit	Boost8_TheMartianTrail	qa_info.data[4].time	1551966782	<absent>	none		preset:StoryBit	04-E				
P14089	Data/StoryBit/Boost8_TheMartianTrail.lua	StoryBit	Boost8_TheMartianTrail	qa_info.data[4].user	"Radomir"	<absent>	none		preset:StoryBit	04-E				
P14090	Data/StoryBit/Boost8_TheMartianTrail.lua	StoryBit	Boost8_TheMartianTrail	qa_info.data[5].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14091	Data/StoryBit/Boost8_TheMartianTrail.lua	StoryBit	Boost8_TheMartianTrail	qa_info.data[5].time	1745415867	<absent>	none		preset:StoryBit	04-E				
P14092	Data/StoryBit/Boost8_TheMartianTrail.lua	StoryBit	Boost8_TheMartianTrail	qa_info.data[5].user	"Lina"	<absent>	none		preset:StoryBit	04-E				
P14093	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[10].Effects[1].Amount	3	<absent>	none		preset:StoryBit	04-E				
P14094	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[10].Effects[1].Field	"Biotech"	"Habitation"	none		preset:StoryBit	04-E				
P14095	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[10].Effects[1].__class	'RevealNextTechInField'	'DiscoverTech'	none		preset:StoryBit	04-E			Tech	
P14096	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[10].Effects[2].Field	<absent>	"Habitation"	none		preset:StoryBit	04-E				
P14097	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[10].Effects[2].__class	<absent>	'DiscoverTech'	none		preset:StoryBit	04-E			Tech	
P14098	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[11].Effects[1].Amount	3	<absent>	none		preset:StoryBit	04-E				
P14099	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[11].Effects[1].Field	"Engineering"	"Industry"	none		preset:StoryBit	04-E				
P14100	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[11].Effects[1].__class	'RevealNextTechInField'	'DiscoverTech'	none		preset:StoryBit	04-E			Tech	
P14101	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[11].Effects[2].Field	<absent>	"Industry"	none		preset:StoryBit	04-E				
P14102	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[11].Effects[2].__class	<absent>	'DiscoverTech'	none		preset:StoryBit	04-E			Tech	
P14103	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[12].Effects[1].Amount	3	<absent>	none		preset:StoryBit	04-E				
P14104	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[12].Effects[1].Field	"Physics"	"Hi-Tech"	none		preset:StoryBit	03	dlc-adjacent	Tech~	Tech	
P14105	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[12].Effects[1].__class	'RevealNextTechInField'	'DiscoverTech'	none		preset:StoryBit	04-E			Tech	
P14106	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[12].Effects[2].Field	<absent>	"Hi-Tech"	none		preset:StoryBit	03	dlc-adjacent	Tech~	Tech	
P14107	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[12].Effects[2].__class	<absent>	'DiscoverTech'	none		preset:StoryBit	04-E			Tech	
P14108	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[13].Effects[1].Amount	3	<absent>	none		preset:StoryBit	04-E				
P14109	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[13].Effects[1].Field	"Robotics"	"Space"	none		preset:StoryBit	04-E				
P14110	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[13].Effects[1].__class	'RevealNextTechInField'	'DiscoverTech'	none		preset:StoryBit	04-E			Tech	
P14111	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[13].Effects[2].Field	<absent>	"Space"	none		preset:StoryBit	04-E				
P14112	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[13].Effects[2].__class	<absent>	'DiscoverTech'	none		preset:StoryBit	04-E			Tech	
P14113	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[14].Effects[1].Amount	3	<absent>	none		preset:StoryBit	04-E				
P14114	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[14].Effects[1].Field	"Social"	"Society"	none		preset:StoryBit	04-E				
P14115	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[14].Effects[1].__class	'RevealNextTechInField'	'DiscoverTech'	none		preset:StoryBit	04-E			Tech	
P14116	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[14].Effects[2].Field	<absent>	"Society"	none		preset:StoryBit	04-E				
P14117	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[14].Effects[2].__class	<absent>	'DiscoverTech'	none		preset:StoryBit	04-E			Tech	
P14118	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[15].Effects[1].Field	<absent>	"Logistics"	none		preset:StoryBit	04-E				
P14119	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[15].Effects[1].__class	<absent>	'DiscoverTech'	none		preset:StoryBit	04-E			Tech	
P14120	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[15].Effects[2].Field	<absent>	"Logistics"	none		preset:StoryBit	04-E				
P14121	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[15].Effects[2].__class	<absent>	'DiscoverTech'	none		preset:StoryBit	04-E			Tech	
P14122	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[15].__class	<absent>	'StoryBitOutcome'	REINDEX		preset:StoryBit	NOT-READ(churn)				
P14123	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[16].Effects[1].Field	<absent>	"Sustainability"	none		preset:StoryBit	04-E				
P14124	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[16].Effects[1].__class	<absent>	'DiscoverTech'	none		preset:StoryBit	04-E			Tech	
P14125	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[16].Effects[2].Field	<absent>	"Sustainability"	none		preset:StoryBit	04-E				
P14126	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[16].Effects[2].__class	<absent>	'DiscoverTech'	none		preset:StoryBit	04-E			Tech	
P14127	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[16].__class	<absent>	'StoryBitOutcome'	REINDEX		preset:StoryBit	NOT-READ(churn)				
P14128	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[4].Effects[1].Field	"Biotech"	"Habitation"	none		preset:StoryBit	04-E				
P14129	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[5].Effects[1].Field	"Engineering"	"Industry"	none		preset:StoryBit	04-E				
P14130	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[6].Effects[1].Field	"Physics"	"Hi-Tech"	none		preset:StoryBit	03	dlc-adjacent	Tech~	Tech	
P14131	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[7].Effects[1].Field	"Robotics"	"Space"	none		preset:StoryBit	04-E				
P14132	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[8].Effects[1].Field	"Social"	"Society"	none		preset:StoryBit	04-E				
P14133	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	[9].CustomOutcomeText	T(854997226158, "reveal several Techs in a random field")	T(854997226158, "unlock two Techs in a random field")	none		preset:StoryBit	04-E			Tech	
P14134	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	qa_info.__class	'PresetQAInfo'	<absent>	none		preset:StoryBit	04-E				
P14135	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	qa_info.data[1].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14136	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	qa_info.data[1].time	1549880926	<absent>	none		preset:StoryBit	04-E				
P14137	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	qa_info.data[1].user	"Momchil"	<absent>	none		preset:StoryBit	04-E				
P14138	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	qa_info.data[2].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14139	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	qa_info.data[2].time	1549984138	<absent>	none		preset:StoryBit	04-E				
P14140	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	qa_info.data[2].user	"Kmilushev"	<absent>	none		preset:StoryBit	04-E				
P14141	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	qa_info.data[3].action	"Verified"	<absent>	none		preset:StoryBit	04-E				
P14142	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	qa_info.data[3].time	1549987856	<absent>	none		preset:StoryBit	04-E				
P14143	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	qa_info.data[3].user	"Lina"	<absent>	none		preset:StoryBit	04-E				
P14144	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	qa_info.data[4].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14145	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	qa_info.data[4].time	1550491362	<absent>	none		preset:StoryBit	04-E				
P14146	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	qa_info.data[4].user	"Blizzard"	<absent>	none		preset:StoryBit	04-E				
P14147	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	qa_info.data[5].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
P14148	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	qa_info.data[5].time	1551966819	<absent>	none		preset:StoryBit	04-E				
P14149	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	qa_info.data[5].user	"Radomir"	<absent>	none		preset:StoryBit	04-E				
P14150	Data/StoryBit/Boost9_Eureka.lua	StoryBit	Boost9_Eureka	qa_info.data[6].action	"Modified"	<absent>	none		preset:StoryBit	04-E				
