# 02 triage tags (vanillahunt link 02, smr-bugfixpack-b6, 2026-09-10) — working copy of 01's CALLERS.tsv; ⛔ 01's file is untouched, this file is the parent's; regenerate from the parent's scratch scripts, never hand-edit rows.
# treediff.py v1.2 (2026-09-10, indented orphans covered; NOROWS) | old=C:\Dev\SMR-SrcArchive\1.0.7.396349\Src digest=09d95e3448573dc3… | new=C:\Dev\SMR-SrcArchive\1.1.0.403908\Src digest=a4577da25cb3fe85… | python treediff.py --out docs/agent/reports/vanillahunt | 2026-09-10
# NORMALISATION: CRLF->LF, trailing whitespace stripped per line; leading indentation KEPT; ⭐ COMMENTS ARE KEPT AND COUNT — a whitespace-only diff is NOT a row, a changed comment IS a row.
# DELIMITER: luafn.find_bodies, imported not re-implemented. Keys collapse `Class:Method` and `Class.Method`; the separator actually written is the first character of the sig columns.
# COVERAGE (v1.1): indent-0 declarations, five forms (function C:M / function C.M / function G / local function f / [local] x = function), PLUS every INDENTED declaration of those forms that lies OUTSIDE every enumerated span — table-field methods, sequence `Run = function(seq_state)` steps, file-level nested locals — keyed `name@<anchor>` and flagged INDENTED (ONE-LINE when the declaration closes itself: that row hashes its own line only, deliberately, so a neighbour's edit cannot re-hash it; the indent-0 pass keeps the delimiter's over-span untouched, checklist 135). Indented declarations INSIDE an enumerated span are covered by the outer body's hash and not listed. Orphans on the 1.1.0 side: 1050 in `hand` files, 1885 in `generated` (613 one-line); 1377 identical across the trees, 1910 rows. Total indented declarations for comparison: 8473 (4883 hand, 3590 generated). STILL NOT COVERED: every anonymous `function(` literal passed as an argument. ⛔ A function never emitted is not a function that did not change.
# FILES: changed=2437 identical=1963 added=166 removed=36 (DLC/ excluded: 151 paths). ⭐ MANIFEST RE-DERIVATION CONTROL vs chain README §0 (which counts DLC): 2437+7=2444 changed, 1963+5=1968 identical, 166+139=305 added, 36+0=36 removed — MATCHES; the 139 DLC adds are 138 `DLC/norman` + 1 `DLC/thomas`.
# FPK PARITY (EF-085, measured 2026-09-10): every `Lua/`, `CommonLua/` and `Data/` file in the archived 1.1.0 Src ships BYTE-IDENTICAL in Packs\Lua.fpk / Packs\Data.fpk — 0 divergent. ⇒ NO ROW CARRIES `FPK-DIVERGENT`, because there is nothing to flag. ⛔ That proves the bytes match, not that the game executes them (EF-078 stands).
# FUNCTIONS: 1.0.7=27762 1.1.0=30355 | IDENTICAL (counted, not listed)=23516 | SPAN-SUSPECT=441 declarations (the one-line-function trap, MEASURED — see the tool header; ⛔ NOT fixed here, a delimiter change re-hashes every SRC: pin in Code/) | MULTI=474 declarations | spans reaching EOF=567
# RENAME? is a HINT, never a verdict, and it is GUARDED: a partner needs >=4 distinct non-blank body lines and <=3 candidates. Rejected as too trivial to be evidence: 706 added rows (bodies like `end` or `return true`); rejected as ambiguous (one body, many partners): 0. Those are NOT `no match` — they are `too generic to say`.
# CALLERS: class (b′). Every call site, in BOTH trees, of every `sig` or `body+sig` function in a `hand` file (290 callees).
# ⭐⭐ READ THIS FIRST: **a `same` call line against a CHANGED SIGNATURE is the F117 shape, and it is the single highest-yield row class in this chain.** The callee's contract moved; this call site's text did not. F117 is exactly that, and the developers wrote it themselves. status counts: changed=682 gone=331 new=618 same=2465
# `same`-against-changed-signature by file, top 12: Lua/Buildings/StorageDepot.lua=39 | CommonLua/Ged/GedPropEditors.lua=38 | Lua/Mysteries/Fireflies.lua=34 | Lua/Buildings/Building.lua=31 | Lua/Construction/Construction.lua=30 | CommonLua/Ged.lua=29 | Lua/Mysteries/MirrorSphere.lua=28 | CommonLua/Ged/GedPanel.lua=26 | Lua/UniversalRocket.lua=25 | Lua/Mysteries/Crystals.lua=25 | Lua/Buildings/RocketBase.lua=22 | Lua/Meteors.lua=22
# ⛔ TEXT-LEVEL, AND THAT IS THE WHOLE BOUND. Matching is `Name(`, `:Name(`, `.Name(` by text on the bare name, so it CANNOT see a dynamic dispatch (`self[name]`, a preset's `func` field, `Msg` handlers — chain blind spot 7), it cannot tell two classes' same-named methods apart, and it counts a mention inside a string or a comment. ⛔ IT DOES NOT BOUND REACH.
# PAIRING RULE, stated because it is an assumption: within one file, the k-th call site of a name in 1.0.7 is paired with the k-th in 1.1.0. Equal text => `same`, different => `changed`, unpaired => `new`/`gone`. If call sites were REORDERED inside a file, that pairing mislabels — read the line, not the label.
# 02 UNIT D (the b′ pass): every `same` row carries verdict F117-SHAPE | benign | unsure + one sentence. Method: signature shape per callee (appended / trailing-removed / renamed / inserted / to-varargs / varargs-named / other), a CALL-FORM homonym test (a bare `Name(` cannot reach a method callee; `x:Name(` cannot reach a global), the caller path (hand / generated / tooling-by-path), and for appended parameters whether the 1.1.0 callee body indexes the new parameter unguarded (measured: none does). Meaning-changed slots were read in the callee body (tri_dcheck). ⛔ Text-level caller table: a benign verdict bounds nothing about dynamic dispatch (chain blind spot 7). F117-SHAPE rows are CANDIDATES, TAKEABLE WHEN the owning link reads the caller's body — not C entries.
# 02 COLUMNS: cid = C + 1-based data-row index of CALLERS.tsv; verdict, why, caller_system, caller_link (03 when the CALLEE row is dlc-adjacent), homonym, caller_path. Rows whose status is not `same` carry no verdict (not in unit D).
cid	callee_file	callee_function	name	call_file	call_line107	call_line110	status	call_text	verdict	why	caller_system	caller_link	homonym	caller_path
C02635	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Meteors.lua	113	127	changed	PlayFX("MeteorStorm", "start", map)						
C02636	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Meteors.lua	117	131	changed	PlayFX("MeteorStorm", "end", map)						
C02637	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Meteors.lua	387	463	same	PlayFX("SensorTowerMeteorPos", "end", self, nil, self.dest)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 5, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	disasters	04-B	homonym	hand
C02638	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Meteors.lua	436	541	same	PlayFX("SensorTowerMeteorPos", "start", self, nil, self.dest)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 5, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	disasters	04-B	homonym	hand
C02639	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Meteors.lua	485	592	same	PlayFX("Meteor", "start", self, nil, nil, self.dest - start)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 6, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	disasters	04-B	homonym	hand
C02640	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Meteors.lua	492	599	same	PlayFX("Meteor", "end", self, nil, nil, dest - start)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 6, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	disasters	04-B	homonym	hand
C02641	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Meteors.lua	494	601	same	PlayFX("MeteorDomeExplosion", "start", self, nil, self:GetPos(), dest - start)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 6, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	disasters	04-B	homonym	hand
C02642	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Meteors.lua	497	604	same	PlayFX("MeteorExplosion", "start", self, nil, self:GetPos(), dest - start)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 6, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	disasters	04-B	homonym	hand
C02643	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Meteors.lua	510	621	same	PlayFX("MeteorHitDome", "start", dome, self, dome_pt, dome_normal)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 6, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	disasters	04-B	homonym	hand
C02644	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Meteors.lua	520	631	same	PlayFX("MeteorExplosionAir", "start", self, nil, pos, dir)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 6, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	disasters	04-B	homonym	hand
C02645	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Meteors.lua	652	770	same	PlayFX("MeteorMalfunction", "start", obj)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	disasters	04-B	homonym	hand
C02646	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Meteors.lua	656	775	same	PlayFX("MeteorDestruction", "start", obj)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	disasters	04-B	homonym	hand
C02647	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Meteors.lua	660	780	same	PlayFX("MeteorMalfunction", "start", obj)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	disasters	04-B	homonym	hand
C02648	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Meteors.lua	664	784	same	PlayFX("MeteorMalfunction", "start", obj)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	disasters	04-B	homonym	hand
C02649	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Meteors.lua	669	789	same	PlayFX("FuelExplosion", "start", obj)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	disasters	04-B	homonym	hand
C02650	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Meteors.lua	679	807	same	PlayFX("FuelExplosion", "start", obj)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	disasters	04-B	homonym	hand
C02651	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Meteors.lua	690	818	same	PlayFX("MeteorMalfunction", "start", obj)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	disasters	04-B	homonym	hand
C02652	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Meteors.lua	787	919	same	PlayFX("MeteorDestruction", "start", obj)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	disasters	04-B	homonym	hand
C02653	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Meteors.lua	791	924	same	PlayFX("MeteorDestruction", "start", obj)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	disasters	04-B	homonym	hand
C02654	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Meteors.lua	797	931	same	PlayFX("MeteorDestruction", "start", obj, nil, pos)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 5, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	disasters	04-B	homonym	hand
C02655	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Meteors.lua	802	936	same	PlayFX("FuelExplosion", "start", obj)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	disasters	04-B	homonym	hand
C02656	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Meteors.lua	809	951	same	PlayFX("FuelExplosion", "start", obj)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	disasters	04-B	homonym	hand
C02657	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Meteors.lua	822	965	same	PlayFX("MeteorDestruction", "start", obj, nil, pos)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 5, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	disasters	04-B	homonym	hand
C02658	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/BlackCubes.lua	47	53	same	PlayFX("BlackCubesRotate", "start", pile)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02659	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/BlackCubes.lua	283	293	same	PlayFX("Working", "end", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02660	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/BlackCubes.lua	299	309	same	PlayFX("ActivateBlackCubes", moment, pile)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02661	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/BlackCubes.lua	396	402	same	PlayFX("Pulse", "start", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02662	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	41	41	same	PlayFX("CrystalLiftoff", "end", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02663	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	42	42	same	PlayFX("CrystalCompose", "end", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02664	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	54	54	same	PlayFX("CrystalCompose", "go", arrived[i])	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02665	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	56	56	same	PlayFX("CrystalCompose", "go", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02666	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	62	62	same	PlayFX("CrystalCompose", "end", arrived[i])	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02667	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	64	64	same	PlayFX("CrystalCompose", "end", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02668	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	65	65	same	PlayFX("CrystalActive", "start", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02669	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	72	72	same	PlayFX("CrystalLiftoff", "start", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02670	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	80	80	same	PlayFX("CrystalActive", "end", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02671	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	81	81	same	PlayFX("CrystalLiftoff", "go", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02672	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	140	140	same	PlayFX("CrystalLiftoff", "end", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02673	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	141	141	same	PlayFX("CrystalCompose", "end", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02674	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	198	198	same	PlayFX("CrystalCompose", "start", crystal)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02675	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	222	222	same	PlayFX("CrystalLiftoff", "hover", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02676	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	262	262	same	PlayFX("CrystalLiftoff", "end", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02677	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	263	263	same	PlayFX("CrystalCompose", "start", self, nil, entry_pos, entry_pos - pos)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 6, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02678	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	287	287	same	PlayFX("CrystalCompose", "attach", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02679	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	288	288	same	PlayFX("CrystalCompose", "attach" .. #arrived, crystal)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02680	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	510	510	same	PlayFX("CrystalActive", "start", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02681	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	513	513	same	PlayFX("CrystalPoweredUp", "start", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02682	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	515	515	same	PlayFX("CrystalPoweredUp", "end", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02683	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	516	516	same	PlayFX("CrystalActive", "start", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02684	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	521	521	same	PlayFX("CrystalActive", "end", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02685	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	522	522	same	PlayFX("CrystalPoweredUp", "end", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02686	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Crystals.lua	580	580	same	PlayFX("CrystalLiftoff", "start", shard)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02687	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Diggers.lua	121	121	same	PlayFX("AlienDiggerLanding", "pre-hit-ground", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02688	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Diggers.lua	124	124	same	PlayFX("AlienDiggerLanding", "pre-hit-ground-2", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
C02689	CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	PlayFX	Lua/Mysteries/Diggers.lua	162	162	same	PlayFX("AlienDiggerDestroyWarning", "end", self)	benign	benign BY SHAPE: appended trailing action_pos,action_dir; this call passes 3, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: action_pos passed-on, action_dir passed-on) — whether this caller NEEDED the new behaviour is not read here	story	04-B	homonym	hand
