# treediff.py v1.2 (2026-09-10, indented orphans covered; NOROWS) | old=C:\Dev\SMR-SrcArchive\1.0.7.396349\Src digest=09d95e3448573dc3… | new=C:\Dev\SMR-SrcArchive\1.1.0.403908\Src digest=a4577da25cb3fe85… | python treediff.py --out docs/agent/reports/vanillahunt | 2026-09-10
# NORMALISATION: CRLF->LF, trailing whitespace stripped per line; leading indentation KEPT; ⭐ COMMENTS ARE KEPT AND COUNT — a whitespace-only diff is NOT a row, a changed comment IS a row.
# DELIMITER: luafn.find_bodies, imported not re-implemented. Keys collapse `Class:Method` and `Class.Method`; the separator actually written is the first character of the sig columns.
# COVERAGE (v1.1): indent-0 declarations, five forms (function C:M / function C.M / function G / local function f / [local] x = function), PLUS every INDENTED declaration of those forms that lies OUTSIDE every enumerated span — table-field methods, sequence `Run = function(seq_state)` steps, file-level nested locals — keyed `name@<anchor>` and flagged INDENTED (ONE-LINE when the declaration closes itself: that row hashes its own line only, deliberately, so a neighbour's edit cannot re-hash it; the indent-0 pass keeps the delimiter's over-span untouched, checklist 135). Indented declarations INSIDE an enumerated span are covered by the outer body's hash and not listed. Orphans on the 1.1.0 side: 1050 in `hand` files, 1885 in `generated` (613 one-line); 1377 identical across the trees, 1910 rows. Total indented declarations for comparison: 8473 (4883 hand, 3590 generated). STILL NOT COVERED: every anonymous `function(` literal passed as an argument. ⛔ A function never emitted is not a function that did not change.
# FILES: changed=2437 identical=1963 added=166 removed=36 (DLC/ excluded: 151 paths). ⭐ MANIFEST RE-DERIVATION CONTROL vs chain README §0 (which counts DLC): 2437+7=2444 changed, 1963+5=1968 identical, 166+139=305 added, 36+0=36 removed — MATCHES; the 139 DLC adds are 138 `DLC/norman` + 1 `DLC/thomas`.
# FPK PARITY (EF-085, measured 2026-09-10): every `Lua/`, `CommonLua/` and `Data/` file in the archived 1.1.0 Src ships BYTE-IDENTICAL in Packs\Lua.fpk / Packs\Data.fpk — 0 divergent. ⇒ NO ROW CARRIES `FPK-DIVERGENT`, because there is nothing to flag. ⛔ That proves the bytes match, not that the game executes them (EF-078 stands).
# FUNCTIONS: 1.0.7=27762 1.1.0=30355 | IDENTICAL (counted, not listed)=23516 | SPAN-SUSPECT=441 declarations (the one-line-function trap, MEASURED — see the tool header; ⛔ NOT fixed here, a delimiter change re-hashes every SRC: pin in Code/) | MULTI=474 declarations | spans reaching EOF=567
# RENAME? is a HINT, never a verdict, and it is GUARDED: a partner needs >=4 distinct non-blank body lines and <=3 candidates. Rejected as too trivial to be evidence: 706 added rows (bodies like `end` or `return true`); rejected as ambiguous (one body, many partners): 0. Those are NOT `no match` — they are `too generic to say`.
# STORAGE: class (c), 'same concept, new home' — the shape that moved `Landscapes` GameVar->MapVar and the walk consts `const.`->`g_Consts`, and that NO instrument this project owns sees. Forms scanned: GlobalVar, MapVar, GameVar, PersistableGlobals, const, g_Consts.
# STATUS COUNTS: added=102 kind-changed=1 moved-file=9 removed=36 same=1007
# ⛔ PRESENCE SIDE, ENUMERATED: `GlobalVar("…")` has 0 declarations in 1.0.7 and 0 in 1.1.0 — the form exists in `CommonLua/Core/lib.lua` but the game declares through GameVar/MapVar. Zero is a MEASUREMENT here, not an omission.
# ⚠️ NOT NAMEABLE BY THIS TOOL: 1 dynamic declarations in 1.0.7 and 1 in 1.1.0 (`GameVar(modified_name, …)` — the name is a variable). They are storage this row set does not cover.
# ⚠️ NOT COVERED AT ALL: `ConstDef` preset definitions, which is where most consts are actually DEFINED — `presetdiff.py` reads those. `const.X =` here is the Lua-side assignment only.
name	kind107	kind110	file107	line107	file110	line110	status
MirrorSphere_ActionMinTime	const	const	Lua/_GameConst.lua	509	Lua/_GameConst.lua	535	same
MirrorSphere_EffectFallout	const	const	Lua/_GameConst.lua	493	Lua/_GameConst.lua	519	same
MirrorSphere_EffectRange	const	const	Lua/_GameConst.lua	492	Lua/_GameConst.lua	518	same
MirrorSphere_ExcavationDepth	const	const	Lua/_GameConst.lua	524	Lua/_GameConst.lua	550	same
MirrorSphere_ExcavationRadius	const	const	Lua/_GameConst.lua	523	Lua/_GameConst.lua	549	same
MirrorSphere_HatchPctDay	const	const	Lua/_GameConst.lua	517	Lua/_GameConst.lua	543	same
MirrorSphere_IceStrength	const	const	Lua/_GameConst.lua	520	Lua/_GameConst.lua	546	same
MirrorSphere_IrradiateDamageH	const	const	Lua/_GameConst.lua	508	Lua/_GameConst.lua	534	same
MirrorSphere_MaxMoveDelay	const	const	Lua/_GameConst.lua	495	Lua/_GameConst.lua	521	same
MirrorSphere_MaxSpheres	const	const	Lua/_GameConst.lua	491	Lua/_GameConst.lua	517	same
MirrorSphere_MinBuildingDist	const	const	Lua/_GameConst.lua	490	Lua/_GameConst.lua	516	same
MirrorSphere_MinMoveDelay	const	const	Lua/_GameConst.lua	494	Lua/_GameConst.lua	520	same
MirrorSphere_PowerCapacity	const	const	Lua/_GameConst.lua	497	Lua/_GameConst.lua	523	same
MirrorSphere_PowerDrainInterval	const	const	Lua/_GameConst.lua	498	Lua/_GameConst.lua	524	same
MirrorSphere_PowerHumStates	const	const	Lua/_GameConst.lua	501	Lua/_GameConst.lua	527	same
MirrorSphere_PrefabName	const	const	Lua/_GameConst.lua	522	Lua/_GameConst.lua	548	same
MirrorSphere_RechargeRateH	const	const	Lua/_GameConst.lua	496	Lua/_GameConst.lua	522	same
MirrorSphere_ResonanceAccumSpheresStart	const	const	Lua/_GameConst.lua	515	Lua/_GameConst.lua	541	same
MirrorSphere_ResonanceAccumSpheresSustain	const	const	Lua/_GameConst.lua	516	Lua/_GameConst.lua	542	same
MirrorSphere_ResonancePtsMax	const	const	Lua/_GameConst.lua	514	Lua/_GameConst.lua	540	same
MirrorSphere_ResonancePtsPerDay	const	const	Lua/_GameConst.lua	513	Lua/_GameConst.lua	539	same
MirrorSphere_SplitDist	const	const	Lua/_GameConst.lua	500	Lua/_GameConst.lua	526	same
MirrorSphere_SplitPctDay	const	const	Lua/_GameConst.lua	518	Lua/_GameConst.lua	544	same
MirrorSphere_SplitTime	const	const	Lua/_GameConst.lua	499	Lua/_GameConst.lua	525	same
MirrorSphere_TargetBuildingChance	const	const	Lua/_GameConst.lua	521	Lua/_GameConst.lua	547	same
MirrorSphere_TurnToDepositTime	const	const	Lua/_GameConst.lua	519	Lua/_GameConst.lua	545	same
MissionSponsorLockModifiers	const	const	Lua/_GameConst.lua	399	Lua/_GameConst.lua	424	same
MissionSponsorNations	const	const	Lua/_GameConst.lua	400	Lua/_GameConst.lua	425	same
MissionSponsorPriceModifiers	const	const	Lua/_GameConst.lua	398	Lua/_GameConst.lua	423	same
ModItemAttachment_ChildObj	GameVar	GameVar	Lua/ModItemAttachment.lua	134	Lua/ModItemAttachment.lua	134	same
ModItemAttachment_Item	GameVar	GameVar	Lua/ModItemAttachment.lua	132	Lua/ModItemAttachment.lua	132	same
ModItemAttachment_ParentObj	GameVar	GameVar	Lua/ModItemAttachment.lua	133	Lua/ModItemAttachment.lua	133	same
ModItemAttachment_Thread	GameVar	GameVar	Lua/ModItemAttachment.lua	135	Lua/ModItemAttachment.lua	135	same
MoholeMineHeatRadius	const	const	Lua/_GameConst.lua	69	Lua/_GameConst.lua	70	same
MoistureVaporatorPenaltyPercent	const	const	Lua/_GameConst.lua	66	Lua/_GameConst.lua	67	same
MoistureVaporatorRange	const	const	Lua/_GameConst.lua	65	Lua/_GameConst.lua	66	same
MonumentOfMarsLibertyBecomeSupporterChance	const	const	Data/BuildingTemplate/MonumentOfMarsLiberty.lua,Lua/BuildingTemplate/MonumentOfMarsLiberty.generated.lua	40,45	Data/BuildingTemplate/MonumentOfMarsLiberty.lua,Lua/BuildingTemplate/MonumentOfMarsLiberty.generated.lua	9,49	same
MovePace	const	const	CommonLua/Classes/UnitComponent.lua	37	CommonLua/Classes/UnitComponent.lua	37	same
MovieCorrectionDesaturation	const	const	Lua/Config/config.lua	108	Lua/Config/config.lua	114	same
MovieCorrectionGamma	const	const	Lua/Config/config.lua	109	Lua/Config/config.lua	115	same
MusicDefaultRadioStation	const	const	Lua/Config/sound.lua	51	Lua/Config/sound.lua	51	same
MusicDefaultVolume	const	const	Lua/Config/sound.lua	48	Lua/Config/sound.lua	48	same
MusicMaxVolume	const	const	Lua/Config/sound.lua	47	Lua/Config/sound.lua	47	same
NetObjects	GameVar	GameVar	CommonLua/Libs/Network/NetworkAsync.lua	4	CommonLua/Libs/Network/NetworkAsync.lua	4	same
NetTimeFactor	GameVar	GameVar	CommonLua/Libs/Network/NetworkSync.lua	199	CommonLua/Libs/Network/NetworkSync.lua	199	same
NextHour	GameVar	GameVar	Lua/Lightmodel.lua	1	Lua/Lightmodel.lua	1	same
NextSpawnAnomally	GameVar	GameVar	Lua/Vegetation.lua	35	Lua/Vegetation.lua	34	same
NextSyncHandle	GameVar	GameVar	CommonLua/Classes/_object.lua	467	CommonLua/Classes/_object.lua	469	same
NightLightsState	MapVar	MapVar	Lua/NightLightObjects.lua	22	Lua/NightLightObjects.lua	22	same
NightLightsThread	MapVar	MapVar	Lua/NightLightObjects.lua	23	Lua/NightLightObjects.lua	23	same
NoColorization	const	const	CommonLua/Core/const.lua	452	CommonLua/Core/const.lua	452	same
NormalLightmodelList	GameVar	GameVar	Lua/Lightmodel.lua	125	Lua/Lightmodel.lua	125	same
NotificationHoldingPad	GameVar	GameVar	Lua/Buildings/TradePad.lua	1	Lua/Buildings/TradePad.lua	1	same
NotificationVoiceCooldown	const	const	Lua/_GameConst.lua	16	Lua/_GameConst.lua	14	same
Notifications	GameVar	GameVar	CommonLua/Libs/Notifications/Notifications.lua	1	CommonLua/Libs/Notifications/Notifications.lua	1	same
ObjsToDeleteOnLoadGame	GameVar	GameVar	CommonLua/Core/persist.lua	184	CommonLua/Core/persist.lua	188	same
ObjsToRestoreColorOnLoad	GameVar	GameVar	Lua/Construction/Construction.lua	945	Lua/Construction/Construction.lua	1019	same
ObstructOpacity	const	const	CommonLua/Core/const.lua	350	CommonLua/Core/const.lua	350	same
ObstructOpacityFadeInTime	const	const	CommonLua/Core/const.lua	352	CommonLua/Core/const.lua	352	same
ObstructOpacityFadeOutTime	const	const	CommonLua/Core/const.lua	351	CommonLua/Core/const.lua	351	same
ObstructOpacityRefreshTime	const	const	CommonLua/Core/const.lua	354	CommonLua/Core/const.lua	354	same
ObstructViewMaxObjectSize	const	const	CommonLua/Core/const.lua	355	CommonLua/Core/const.lua	355	same
ObstructViewRefreshTime	const	const	CommonLua/Core/const.lua	353	CommonLua/Core/const.lua	353	same
OldExcavatorMineLocations	GameVar	GameVar	Lua/Buildings/TheExcavator.lua	40	Lua/Buildings/TheExcavator.lua	41	same
OldMineLocations	GameVar	GameVar	Lua/Buildings/RegolithExtractor.lua	8	Lua/Buildings/RegolithExtractor.lua	8	same
OmegaTelescopeBoostPercent	const	const	Lua/_GameConst.lua	68	Lua/_GameConst.lua	69	same
OmegaTelescopeBreakthroughsCount	const	const	Lua/_GameConst.lua	67	Lua/_GameConst.lua	68	same
OneTimeLawsActivated	GameVar		Lua/Factions/Legislature.lua	2			removed
OpacityReasons	GameVar	GameVar	CommonLua/Classes/ReasonSetters/OpacityReason.lua	1	CommonLua/Classes/ReasonSetters/OpacityReason.lua	1	same
OpacityRelatedObjs	GameVar	GameVar	CommonLua/Classes/ReasonSetters/OpacityReason.lua	3	CommonLua/Classes/ReasonSetters/OpacityReason.lua	3	same
OpenAirBuildings	GameVar	GameVar	Lua/Buildings/OpenAirBuilding.lua	1	Lua/Buildings/OpenAirBuilding.lua	1	same
OpenAirBuildingsAtSomePoint		GameVar			Lua/Buildings/OpenCity.lua	350	added
OpenAirChangeThread	GameVar	GameVar	Lua/Buildings/OpenAirBuilding.lua	3	Lua/Buildings/OpenAirBuilding.lua	3	same
OpenAirLightmodelThread	GameVar	GameVar	Lua/Buildings/OpenAirBuilding.lua	2	Lua/Buildings/OpenAirBuilding.lua	2	same
OpenCityConstruction	GameVar	GameVar	Lua/Construction/ConstructionControllers.lua	93	Lua/Construction/ConstructionControllers.lua	93	same
OrigAssetsRev	GameVar	GameVar	CommonLua/SavegameMetadata.lua	291	CommonLua/SavegameMetadata.lua	324	same
OrigLuaRev	GameVar	GameVar	CommonLua/SavegameMetadata.lua	288	CommonLua/SavegameMetadata.lua	321	same
OriginalOpacity	GameVar	GameVar	CommonLua/Classes/ReasonSetters/OpacityReason.lua	2	CommonLua/Classes/ReasonSetters/OpacityReason.lua	2	same
OverlayGridIdCounters	GameVar	GameVar	Lua/SupplyGrid.lua	376	Lua/SupplyGrid.lua	382	same
OverlaysVisibleDuration	const	const	Lua/_GameConst.lua	95	Lua/_GameConst.lua	108	same
OverrideBuildingLockedState	GameVar	GameVar	CommonLua/Features/LockablePreset.lua	624	CommonLua/Features/LockablePreset.lua	724	same
OverviewCamLookAt	const	const	Lua/_GameConst.lua	140	Lua/_GameConst.lua	156	same
OverviewCamPos	const	const	Lua/_GameConst.lua	141	Lua/_GameConst.lua	157	same
OverviewCamRotateArea	const	const	Lua/_GameConst.lua	142	Lua/_GameConst.lua	158	same
OverviewPhysSkySceneParams	GameVar	GameVar	Lua/UI/OverviewModeDialog.lua	308	Lua/UI/OverviewModeDialog.lua	308	same
POIMaxLat	const	const	Lua/_GameConst.lua	111	Lua/_GameConst.lua	124	same
POIMaxLongDist	const	const	Lua/_GameConst.lua	112	Lua/_GameConst.lua	125	same
POIMinLat	const	const	Lua/_GameConst.lua	110	Lua/_GameConst.lua	123	same
POISameSideMaxDist	const	const	Lua/_GameConst.lua	113	Lua/_GameConst.lua	126	same
PRG_BldSlotData	MapVar	MapVar	CommonLua/X/XPrgAmbientLife.lua	530	CommonLua/X/XPrgAmbientLife.lua	529	same
ParSystemsForceLooped		MapVar			CommonLua/Classes/particles.lua	129	added
PartialEditStopReasons	MapVar	MapVar	CommonLua/Core/map.lua	612	CommonLua/Core/map.lua	638	same
ParticleHandlesToggleRadius	const	const	CommonLua/Core/const.lua	122	CommonLua/Core/const.lua	122	same
PassTypeMaxCount		MapVar			CommonLua/Classes/PassTypeObj.lua	40	added
PassTypeMaxRadius		MapVar			CommonLua/Classes/PassTypeObj.lua	39	added
PassVersion	MapVar	MapVar	CommonLua/Pass.lua	1	CommonLua/Pass.lua	1	same
PassageConstructionGroupMaxSize	const	const	Lua/Passage.lua	1633	Lua/Passage.lua	1916	same
PastureVeganMoraleImpact	const		Lua/Units/Animals.lua	916			removed
PathCache	MapVar	MapVar	Lua/Pathfinding.lua	179	Lua/Pathfinding.lua	158	same
PathMaxUnitRadius	const	const	Lua/Config/pathfind.lua	57	Lua/Config/pathfind.lua	2	same
PathMaxZTolerance	const	const	Lua/Config/pathfind.lua	58	Lua/Config/pathfind.lua	3	same
PathStrandedArea	const	const	Lua/Config/pathfind.lua	59	Lua/Config/pathfind.lua	4	same
PeriodicRepeatThreads	PersistableGlobals	PersistableGlobals	CommonLua/Core/lib.lua	1536	CommonLua/Core/lib.lua	1557	same
PlacedCloudsPresetId	MapVar	MapVar	CommonLua/Classes/OutsiderObjects.lua	2	CommonLua/Classes/OutsiderObjects.lua	2	same
PlacedMountainsPresetId	MapVar	MapVar	CommonLua/Classes/OutsiderObjects.lua	3	CommonLua/Classes/OutsiderObjects.lua	3	same
PlacedOutsiderObjects	MapVar	MapVar	CommonLua/Classes/OutsiderObjects.lua	1	CommonLua/Classes/OutsiderObjects.lua	1	same
PlaneColor	const	const	CommonLua/Core/const.lua	285	CommonLua/Core/const.lua	285	same
PlaneLineHeight	const	const	CommonLua/Core/const.lua	275	CommonLua/Core/const.lua	275	same
PlaneLineRadius	const	const	CommonLua/Core/const.lua	274	CommonLua/Core/const.lua	274	same
PlaneLineSlices	const	const	CommonLua/Core/const.lua	276	CommonLua/Core/const.lua	276	same
PlanetBackground	GameVar	GameVar	Lua/UI/PlanetScene.lua	114	Lua/UI/PlanetScene.lua	114	same
PlanetCamera	GameVar	GameVar	Lua/UI/PlanetScene.lua	17	Lua/UI/PlanetScene.lua	17	same
PlanetMaxWaterLevel	GameVar	GameVar	Lua/UI/PlanetScene.lua	125	Lua/UI/PlanetScene.lua	125	same
PlanetObj	GameVar	GameVar	Lua/UI/PlanetScene.lua	112	Lua/UI/PlanetScene.lua	112	same
PlanetRocket	GameVar	GameVar	Lua/UI/PlanetScene.lua	115	Lua/UI/PlanetScene.lua	115	same
PlanetRotationObj	GameVar	GameVar	Lua/UI/PlanetScene.lua	113	Lua/UI/PlanetScene.lua	113	same
PlanetScene	GameVar	GameVar	Lua/UI/PlanetScene.lua	16	Lua/UI/PlanetScene.lua	16	same
PlanetStack	GameVar	GameVar	Lua/UI/PlanetScene.lua	21	Lua/UI/PlanetScene.lua	21	same
PlayArea	MapVar	MapVar	CommonLua/Core/map.lua	965	CommonLua/Core/map.lua	1014	same
Players	GameVar	GameVar	CommonLua/Classes/Player.lua	1	CommonLua/Classes/Player.lua	1	same
PopupMinimizedAutoOpenTime		const			Lua/_GameConst.lua	16	added
PostMsgList	GameVar	GameVar	CommonLua/Core/lib.lua	1750	CommonLua/Core/lib.lua	1772	same
PreGameMenuFadeInDuration	const	const	Lua/_GameConst.lua	98	Lua/_GameConst.lua	111	same
PreGameMenuFadeOutDuration	const	const	Lua/_GameConst.lua	99	Lua/_GameConst.lua	112	same
PredefinedSceneActors	const	const	CommonLua/Core/const.lua	101	CommonLua/Core/const.lua	101	same
PrefabFeatureDensity	const	const	Lua/_GameConst.lua	466	Lua/_GameConst.lua	492	same
PrefabInfoBox	const	const	CommonLua/Libs/MapGen/BiomeFiller.lua	33	CommonLua/Libs/MapGen/BiomeFiller.lua	33	same
PrefabInfoMeta	const	const	CommonLua/Libs/MapGen/BiomeFiller.lua	30	CommonLua/Libs/MapGen/BiomeFiller.lua	30	same
PrefabInfoRaster	const	const	CommonLua/Libs/MapGen/BiomeFiller.lua	31	CommonLua/Libs/MapGen/BiomeFiller.lua	31	same
PrefabInfoType	const	const	CommonLua/Libs/MapGen/BiomeFiller.lua	32	CommonLua/Libs/MapGen/BiomeFiller.lua	32	same
PrefabInvalidTerrain	const	const	Lua/_GameConst.lua	461	Lua/_GameConst.lua	487	same
PrefabMaxMapSize	const	const	Lua/_GameConst.lua	464	Lua/_GameConst.lua	490	same
PrefabMaxPlayAngle	const	const	Lua/_GameConst.lua	459	Lua/_GameConst.lua	485	same
PrefabMinObjRadius	const	const	Lua/_GameConst.lua	462	Lua/_GameConst.lua	488	same
PrefabMinPlayRadius	const	const	Lua/_GameConst.lua	460	Lua/_GameConst.lua	486	same
PrefabRasterCacheMemory	const	const	Lua/_GameConst.lua	473,475	Lua/_GameConst.lua	499,501	same
PrefabRasterParallelDiv	const	const	Lua/_GameConst.lua	463	Lua/_GameConst.lua	489	same
PrefabVersionOverride	const	const	Lua/_GameConst.lua	477	Lua/_GameConst.lua	503	same
PrefabWorkRatio	const	const	Lua/_GameConst.lua	458	Lua/_GameConst.lua	484	same
PresetLockStates	GameVar		CommonLua/Features/LockablePreset.lua	3			removed
ProcessedLockablePresets	GameVar		CommonLua/Features/LockablePreset.lua	350			removed
ProhibitPresetTemplates	GameVar	GameVar	CommonLua/PresetTemplate.lua	1	CommonLua/PresetTemplate.lua	1	same
PropertyHelpers	MapVar	MapVar	CommonLua/Editor/PropertyHelpers.lua	1152	CommonLua/Editor/PropertyHelpers.lua	1152	same
PropertyHelpers_Refs	MapVar	MapVar	CommonLua/Editor/PropertyHelpers.lua	1153	CommonLua/Editor/PropertyHelpers.lua	1153	same
PyramidColor	const	const	CommonLua/Core/const.lua	294	CommonLua/Core/const.lua	294	same
PyramidSideRadius	const	const	CommonLua/Core/const.lua	291	CommonLua/Core/const.lua	291	same
PyramidSideSlices	const	const	CommonLua/Core/const.lua	292	CommonLua/Core/const.lua	292	same
PyramidSize	const	const	CommonLua/Core/const.lua	290	CommonLua/Core/const.lua	290	same
QueuedEnableBlockPassObjects	GameVar	GameVar	Lua/LifeSupportGrid.lua	717	Lua/LifeSupportGrid.lua	767	same
RCRoverDefaultRadius	const	const	Lua/_GameConst.lua	74	Lua/_GameConst.lua	75	same
RCRoverMaxRadius	const	const	Lua/_GameConst.lua	75	Lua/_GameConst.lua	76	same
RCRoverMinRadius	const	const	Lua/_GameConst.lua	76	Lua/_GameConst.lua	77	same
RadicalizedFactionsPolarizationDefs	GameVar	GameVar	Lua/ClassDefs/ClassDef-Factions.generated.lua	512	Lua/Factions/FactionDef.lua	636	moved-file
RainsDisasterThreads	GameVar	GameVar	Lua/TerraformingDisasters.lua	323	Lua/TerraformingDisasters.lua	418	same
RandomMap.PrefabAvgObjRadius	const	const	Lua/_fixup.lua	290	Lua/_fixup.lua	305	same
RandomMap.PrefabFeatureDensity	const	const	Lua/_fixup.lua	313	Lua/_fixup.lua	328	same
RandomMap.PrefabHeightRoughnessError	const	const	Lua/_fixup.lua	291	Lua/_fixup.lua	306	same
RandomMap.PrefabInvalidTerrain	const	const	Lua/_fixup.lua	308	Lua/_fixup.lua	323	same
RandomMap.PrefabMaxMapSize	const	const	Lua/_fixup.lua	311	Lua/_fixup.lua	326	same
RandomMap.PrefabMaxPlayAngle	const	const	Lua/_fixup.lua	306	Lua/_fixup.lua	321	same
RandomMap.PrefabMinObjRadius	const	const	Lua/_fixup.lua	309	Lua/_fixup.lua	324	same
RandomMap.PrefabMinPlayRadius	const	const	Lua/_fixup.lua	307	Lua/_fixup.lua	322	same
RandomMap.PrefabRasterCacheMemory	const	const	Lua/_fixup.lua	320,322	Lua/_fixup.lua	335,337	same
RandomMap.PrefabRasterParallelDiv	const	const	Lua/_fixup.lua	310	Lua/_fixup.lua	325	same
RandomMap.PrefabVersionOverride	const	const	Lua/_fixup.lua	324	Lua/_fixup.lua	339	same
RandomMap.PrefabWorkRatio	const	const	Lua/_fixup.lua	305	Lua/_fixup.lua	320	same
RangeToCheckForExploitersOnDepositReveal	const	const	Lua/_GameConst.lua	87	Lua/_GameConst.lua	100	same
ReactionObjects	GameVar	GameVar	CommonLua/Reactions.lua	411	CommonLua/Reactions.lua	449	same
ReconPointsScale	const	const	Lua/_GameConst.lua	45	Lua/_GameConst.lua	41	same
RegionId	MapVar	MapVar	CommonLua/Classes/ClassDefs/ClassDef-Common.generated.lua	253	CommonLua/Classes/ClassDefs/ClassDef-Common.generated.lua	268	same
RegisteredPluginUIs	GameVar	GameVar	CommonLua/UI/PluginUIs.lua	278	CommonLua/UI/PluginUIs.lua	279	same
RegolithExtractorExtendedExtractionShape	GameVar	GameVar	Lua/Buildings/RegolithExtractor.lua	168	Lua/Buildings/RegolithExtractor.lua	171	same
RegolithExtractorHintPopupThread	GameVar	GameVar	Lua/Buildings/RegolithExtractor.lua	276	Lua/Buildings/RegolithExtractor.lua	290	same
RenderGizmoScreenDist	const	const	CommonLua/Core/const.lua	264	CommonLua/Core/const.lua	264	same
RepeatButtonInterval	const	const	CommonLua/Core/const.lua	176	CommonLua/Core/const.lua	176	same
RepeatButtonStart	const	const	CommonLua/Core/const.lua	175	CommonLua/Core/const.lua	175	same
RepeatThreads	MapVar	MapVar	CommonLua/Core/lib.lua	1698	CommonLua/Core/lib.lua	1720	same
RequestToMapSource	GameVar	GameVar	Lua/_TaskRequest.lua	4	Lua/_TaskRequest.lua	4	same
ResearchPointsScale	const	const	Lua/_GameConst.lua	44	Lua/_GameConst.lua	40	same
ResearchQueueSize	const	const	Lua/_GameConst.lua	22	Lua/_GameConst.lua	21	same
ResourceDeliverers	MapVar	MapVar	CommonLua/Libs/Resources/Resources.lua	1	CommonLua/Libs/Resources/Resources.lua	1	same
ResourceIconScale	const	const	CommonLua/Libs/Resources/ResourcesFormatting.lua	5	CommonLua/Libs/Resources/ResourcesFormatting.lua	5	same
ResourceIconUISizeScale	const	const	CommonLua/Libs/Resources/ResourcesFormatting.lua	4	CommonLua/Libs/Resources/ResourcesFormatting.lua	4	same
ResourceOverviewCity	MapVar	MapVar	Lua/ResourceOverview.lua	1	Lua/ResourceOverview.lua	1	same
ResourceScale	const	const	CommonLua/Libs/Resources/ResourcesFormatting.lua,Lua/_GameConst.lua	6,41	CommonLua/Libs/Resources/ResourcesFormatting.lua,Lua/_GameConst.lua	6,37	same
ResourceUnitsInPile	const	const	Lua/_GameConst.lua	185	Lua/_GameConst.lua	202	same
ResupplyCargoRocketCost	g_Consts	g_Consts	Lua/Factions/Independence.lua	255	Lua/Factions/Independence.lua	259	same
ResupplyItemDefinitions	GameVar	GameVar	Lua/ResupplyItems.lua	1	Lua/ResupplyItems.lua	1	same
ResupplyPassengerRocketCost	g_Consts	g_Consts	Data/XDef/ResupplyCategories.lua,Lua/Factions/Independence.lua,Lua/XDef/ResupplyCategories.generated.lua	233,259,226	Data/XDef/ResupplyCategories.lua,Lua/Factions/Independence.lua,Lua/XDef/ResupplyCategories.generated.lua	241,263,234	same
RevealDarknessFastObjects	MapVar	MapVar	Lua/RevealDarkness.lua	54	Lua/RevealDarkness.lua	58	same
RevealDarknessObjects	MapVar	MapVar	Lua/RevealDarkness.lua	53	Lua/RevealDarkness.lua	57	same
RivalAISabotageTime	GameVar	GameVar	Lua/RivalColonies.lua	82	Lua/RivalColonies.lua	78	same
RivalAIs	GameVar	GameVar	Lua/RivalColonies.lua	81	Lua/RivalColonies.lua	77	same
RocketMaxDrones	const	const	Lua/Buildings/RocketBase.lua,Lua/UniversalRocket.lua	1478,1592	Lua/UniversalRocket.lua	1703	moved-file
RocketTakeOffHoldTime		const			Lua/UniversalRocket.lua	451	added
RolloverDestroyTime	const	const	CommonLua/Core/const.lua	161	CommonLua/Core/const.lua	161	same
RolloverRefreshDistance	const	const	CommonLua/Core/const.lua	163	CommonLua/Core/const.lua	163	same
RolloverTime	const	const	CommonLua/Core/const.lua	160	CommonLua/Core/const.lua	160	same
RolloverWidth	const	const	CommonLua/Core/const.lua	164	CommonLua/Core/const.lua	164	same
RoversWeightModifierPercent	g_Consts	g_Consts	Lua/_fixup.lua	1938	Lua/_fixup.lua	2181	same
SafariMaxRouteLength		const			Lua/_GameConst.lua	79	added
SanatoriumTraits	const	const	Lua/_GameConst.lua	539	Lua/_GameConst.lua	565	same
SandTraceThreads	GameVar	GameVar	Lua/VehicleSandTrace.lua	8	Lua/VehicleSandTrace.lua	8	same
SanityBreakdownTraits	const	const	Lua/_GameConst.lua	549	Lua/_GameConst.lua	575	same
SavegameMeta	GameVar,PersistableGlobals		CommonLua/SavegameMetadata.lua	1,3			removed
Scale	const	const	CommonLua/Core/const.lua	60	CommonLua/Core/const.lua	60	same
Scale.res	const	const	CommonLua/Libs/Resources/ResourcesFormatting.lua	7	CommonLua/Libs/Resources/ResourcesFormatting.lua	7	same
ScaleupGrowthThread	GameVar	GameVar	Lua/Vegetation.lua	357	Lua/Vegetation.lua	362	same
ScaleupGrowthThreadData	GameVar	GameVar	Lua/Vegetation.lua	358	Lua/Vegetation.lua	363	same
ScanTick	const	const	Lua/_GameConst.lua	115	Lua/_GameConst.lua	128	same
SchoolExtraTraits	const	const	Lua/_GameConst.lua	534	Lua/_GameConst.lua	560	same
SchoolTraits	const	const	Lua/_GameConst.lua	526	Lua/_GameConst.lua	552	same
ScriptVars	GameVar	GameVar	CommonLua/Features/ScriptVars.lua	75	CommonLua/Features/ScriptVars.lua	78	same
SectorCount	const	const	Lua/_GameConst.lua	116	Lua/_GameConst.lua	129	same
SectorDeepScanPoints	const	const	Lua/_GameConst.lua	119	Lua/_GameConst.lua	132	same
SectorScanBase	const	const	Lua/_GameConst.lua	117	Lua/_GameConst.lua	130	same
SectorScanPoints	const	const	Lua/_GameConst.lua	118	Lua/_GameConst.lua	131	same
Seed	GameVar,MapVar	GameVar,MapVar	CommonLua/Classes/ScriptRandom.lua	1,4	CommonLua/Classes/ScriptRandom.lua	1,4	same
