# Link 03 close-out snapshot 2026-09-10; read attestations, not automated clearance.
surface	key	file	subject	span107	span110	original_link	owner	read_status	reader	fr	evidence
PRESETS	P04426	Data/FactionDef/LastTransmission.lua	FactionDef|LastTransmission|tasks[5].Law			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04427	Data/FactionDef/LastTransmission.lua	FactionDef|LastTransmission|tasks[6].GenerateCondition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04431	Data/FactionDef/LastTransmission.lua	FactionDef|LastTransmission|tasks[7].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04433	Data/FactionDef/LastTransmission.lua	FactionDef|LastTransmission|tasks[7].DomeFilter[1].Label			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04438	Data/FactionDef/LastTransmission.lua	FactionDef|LastTransmission|tasks[7].DomeFilter[1][1].Label			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04445	Data/FactionDef/LastTransmission.lua	FactionDef|LastTransmission|tasks[7].GenerateCondition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04449	Data/FactionDef/LastTransmission.lua	FactionDef|LastTransmission|tasks[8].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04451	Data/FactionDef/LastTransmission.lua	FactionDef|LastTransmission|tasks[8].DomeFilter[1].Label			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04454	Data/FactionDef/LastTransmission.lua	FactionDef|LastTransmission|tasks[8].ExplanationText			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04455	Data/FactionDef/LastTransmission.lua	FactionDef|LastTransmission|tasks[8].GenerateCondition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04456	Data/FactionDef/LastTransmission.lua	FactionDef|LastTransmission|tasks[8].GenerateCondition[1][1].Tech			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04459	Data/FactionDef/LastTransmission.lua	FactionDef|LastTransmission|tasks[8].GenerateCondition[1][2].Label			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04469	Data/FactionDef/LastTransmission.lua	FactionDef|LastTransmission|tasks[8].Id			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04470	Data/FactionDef/LastTransmission.lua	FactionDef|LastTransmission|tasks[8].Label			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04473	Data/FactionDef/LastTransmission.lua	FactionDef|LastTransmission|tasks[9].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04478	Data/FactionDef/LastTransmission.lua	FactionDef|LastTransmission|tasks[9].ExplanationText			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04479	Data/FactionDef/LastTransmission.lua	FactionDef|LastTransmission|tasks[9].GenerateCondition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04480	Data/FactionDef/LastTransmission.lua	FactionDef|LastTransmission|tasks[9].GenerateCondition[1][1].Tech			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04492	Data/FactionDef/LastTransmission.lua	FactionDef|LastTransmission|tasks[9].Id			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04493	Data/FactionDef/LastTransmission.lua	FactionDef|LastTransmission|tasks[9].Label			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04498	Data/FactionDef/MarsDemocraticParty.lua	FactionDef|MarsDemocraticParty|disapproves			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04596	Data/FactionDef/MartianFirst.lua	FactionDef|MartianFirst|approves			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04609	Data/FactionDef/MartianFirst.lua	FactionDef|MartianFirst|likes[6].Condition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04620	Data/FactionDef/MartianFirst.lua	FactionDef|MartianFirst|likes[7].Condition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04639	Data/FactionDef/NASA.lua	FactionDef|NASA|likes[5].Condition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04672	Data/FactionDef/NASA.lua	FactionDef|NASA|tasks[11].Law			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04688	Data/FactionDef/NASA.lua	FactionDef|NASA|tasks[12].Law			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04692	Data/FactionDef/NASA.lua	FactionDef|NASA|tasks[13].GenerateCondition[1][1].Resource			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04694	Data/FactionDef/NASA.lua	FactionDef|NASA|tasks[13].GenerateCondition[1][2].Resource			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04696	Data/FactionDef/NASA.lua	FactionDef|NASA|tasks[13].GenerateCondition[1][3].Resource			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04738	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[10].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04741	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[10].DomeFilter[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04749	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[11].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04752	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[11].DomeFilter[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04760	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[12].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04763	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[12].DomeFilter[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04771	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[13].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04777	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[13].DomeFilter[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04786	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[13].Prerequisite[1][1].Tech			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04793	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[14].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04800	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[14].DomeFilter[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04809	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[14].Prerequisite[1][1].Tech			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04819	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[15].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04822	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[15].DomeFilter[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04829	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[15].Prerequisite.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04830	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[15].Prerequisite[1].Law			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04844	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[16].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04848	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[16].DomeFilter[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04857	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[17].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04860	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[17].DomeFilter[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04866	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[17].Prerequisite.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04867	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[17].Prerequisite[1].Law			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04873	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[18].Condition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04897	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[20].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04899	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[20].DomeFilter[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04917	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[4].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04920	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[4].DomeFilter[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04927	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[5].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04930	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[5].DomeFilter[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04931	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[5].DomeFilter[2]			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04942	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[6].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04945	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[6].DomeFilter[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04953	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[7].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04956	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[7].DomeFilter[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04971	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[7].Prerequisite.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04972	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[7].Prerequisite[1].Law			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04978	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[8].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04982	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[8].DomeFilter[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P04998	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[9].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05001	Data/FactionDef/NewSol.lua	FactionDef|NewSol|likes[9].DomeFilter[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05009	Data/FactionDef/NewSol.lua	FactionDef|NewSol|tasks[2].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05013	Data/FactionDef/NewSol.lua	FactionDef|NewSol|tasks[2].DomeFilter[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05015	Data/FactionDef/NewSol.lua	FactionDef|NewSol|tasks[2].SuccessCondition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05019	Data/FactionDef/NewSol.lua	FactionDef|NewSol|tasks[2].SuccessCondition[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05020	Data/FactionDef/NewSol.lua	FactionDef|NewSol|tasks[3].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05024	Data/FactionDef/NewSol.lua	FactionDef|NewSol|tasks[3].DomeFilter[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05026	Data/FactionDef/NewSol.lua	FactionDef|NewSol|tasks[3].SuccessCondition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05030	Data/FactionDef/NewSol.lua	FactionDef|NewSol|tasks[3].SuccessCondition[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05031	Data/FactionDef/NewSol.lua	FactionDef|NewSol|tasks[4].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05034	Data/FactionDef/NewSol.lua	FactionDef|NewSol|tasks[4].DomeFilter[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05044	Data/FactionDef/NewSol.lua	FactionDef|NewSol|tasks[4].SuccessCondition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05048	Data/FactionDef/NewSol.lua	FactionDef|NewSol|tasks[4].SuccessCondition[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05057	Data/FactionDef/NewSol.lua	FactionDef|NewSol|tasks[5].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05061	Data/FactionDef/NewSol.lua	FactionDef|NewSol|tasks[5].DomeFilter[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05063	Data/FactionDef/NewSol.lua	FactionDef|NewSol|tasks[5].SuccessCondition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05067	Data/FactionDef/NewSol.lua	FactionDef|NewSol|tasks[5].SuccessCondition[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05068	Data/FactionDef/NewSol.lua	FactionDef|NewSol|tasks[6].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05074	Data/FactionDef/NewSol.lua	FactionDef|NewSol|tasks[6].DomeFilter[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05080	Data/FactionDef/NewSol.lua	FactionDef|NewSol|tasks[6].GenerateCondition[1][1].Tech			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05084	Data/FactionDef/NewSol.lua	FactionDef|NewSol|tasks[6].SuccessCondition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05091	Data/FactionDef/NewSol.lua	FactionDef|NewSol|tasks[6].SuccessCondition[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05101	Data/FactionDef/Paradox.lua	FactionDef|Paradox|likes[5].Condition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05197	Data/FactionDef/PreservationMovement.lua	FactionDef|PreservationMovement|approves			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05204	Data/FactionDef/PreservationMovement.lua	FactionDef|PreservationMovement|likes[11].Prerequisite[1].Tech			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05209	Data/FactionDef/PreservationMovement.lua	FactionDef|PreservationMovement|likes[12].Prerequisite[1].Tech			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05214	Data/FactionDef/PreservationMovement.lua	FactionDef|PreservationMovement|likes[13].Prerequisite[1].Tech			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05221	Data/FactionDef/PreservationMovement.lua	FactionDef|PreservationMovement|likes[14].Prerequisite[1].Tech			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05228	Data/FactionDef/PreservationMovement.lua	FactionDef|PreservationMovement|likes[15].Prerequisite[1].Tech			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05235	Data/FactionDef/PreservationMovement.lua	FactionDef|PreservationMovement|likes[16].Prerequisite[1].Tech			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05242	Data/FactionDef/PreservationMovement.lua	FactionDef|PreservationMovement|likes[17].Prerequisite[1].Tech			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05245	Data/FactionDef/PreservationMovement.lua	FactionDef|PreservationMovement|likes[18].Condition[1].Tech			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05273	Data/FactionDef/ProsperityForMars.lua	FactionDef|ProsperityForMars|likes[8].Condition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05286	Data/FactionDef/ProsperityForMars.lua	FactionDef|ProsperityForMars|tasks[10].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05292	Data/FactionDef/ProsperityForMars.lua	FactionDef|ProsperityForMars|tasks[10].DomeFilter[1][1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05296	Data/FactionDef/ProsperityForMars.lua	FactionDef|ProsperityForMars|tasks[10].GenerateCondition[1].Tech			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05298	Data/FactionDef/ProsperityForMars.lua	FactionDef|ProsperityForMars|tasks[10].SuccessCondition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05305	Data/FactionDef/ProsperityForMars.lua	FactionDef|ProsperityForMars|tasks[10].SuccessCondition[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05306	Data/FactionDef/ProsperityForMars.lua	FactionDef|ProsperityForMars|tasks[11].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05310	Data/FactionDef/ProsperityForMars.lua	FactionDef|ProsperityForMars|tasks[11].DomeFilter[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05312	Data/FactionDef/ProsperityForMars.lua	FactionDef|ProsperityForMars|tasks[11].SuccessCondition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05316	Data/FactionDef/ProsperityForMars.lua	FactionDef|ProsperityForMars|tasks[11].SuccessCondition[1][1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05335	Data/FactionDef/ProsperityForMars.lua	FactionDef|ProsperityForMars|tasks[13].GenerateCondition[1][1].Tech			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05337	Data/FactionDef/ProsperityForMars.lua	FactionDef|ProsperityForMars|tasks[13].GenerateCondition[1][2].Resource			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05378	Data/FactionDef/ProsperityForMars.lua	FactionDef|ProsperityForMars|tasks[16].GenerateCondition[1][1].Resource			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05399	Data/FactionDef/Russia.lua	FactionDef|Russia|approves			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05408	Data/FactionDef/Russia.lua	FactionDef|Russia|likes[7].Condition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05435	Data/FactionDef/SpaceY.lua	FactionDef|SpaceY|likes[4].Condition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05447	Data/FactionDef/SpaceY.lua	FactionDef|SpaceY|likes[5].Condition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05457	Data/FactionDef/SpaceY.lua	FactionDef|SpaceY|tasks[13].Law			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05475	Data/FactionDef/TerraformingInitiative.lua	FactionDef|TerraformingInitiative|likes[4].Condition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05487	Data/FactionDef/TerraformingInitiative.lua	FactionDef|TerraformingInitiative|likes[5].Condition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05600	Data/FactionDef/UnitedColonistFront.lua	FactionDef|UnitedColonistFront|likes[15].Condition[1].Tech			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05619	Data/FactionDef/UnitedColonistFront.lua	FactionDef|UnitedColonistFront|likes[16].Condition[1].Tech			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05643	Data/FactionDef/UnitedColonistFront.lua	FactionDef|UnitedColonistFront|likes[6].Condition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05657	Data/FactionDef/UnitedColonistFront.lua	FactionDef|UnitedColonistFront|likes[7].Condition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05693	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|approves			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05695	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|disapproves			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05699	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|likes[11].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05701	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|likes[11].DomeFilter[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05706	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|likes[12].Condition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05720	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|likes[15].Condition[1].Tech			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05723	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|likes[5].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05727	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|likes[5].DomeFilter[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05730	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|tasks[2].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05734	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|tasks[2].DomeFilter[1][1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05736	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|tasks[2].SuccessCondition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05740	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|tasks[2].SuccessCondition[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05741	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|tasks[3].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05745	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|tasks[3].DomeFilter[1][1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05747	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|tasks[3].SuccessCondition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05751	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|tasks[3].SuccessCondition[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05752	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|tasks[4].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05758	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|tasks[4].DomeFilter[1][1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05769	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|tasks[4].SuccessCondition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05773	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|tasks[4].SuccessCondition[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05782	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|tasks[5].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05786	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|tasks[5].DomeFilter[1][1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05788	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|tasks[5].SuccessCondition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05792	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|tasks[5].SuccessCondition[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05793	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|tasks[6].DomeFilter.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05799	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|tasks[6].DomeFilter[1][1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05804	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|tasks[6].GenerateCondition[1].Tech			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05806	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|tasks[6].SuccessCondition.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05813	Data/FactionDef/WorkersParty.lua	FactionDef|WorkersParty|tasks[6].SuccessCondition[1].__class			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05823	Data/FlightPolicyDef.lua	FlightPolicyDef|asteroid|GetAutoModeAllowedResources			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05824	Data/FlightPolicyDef.lua	FlightPolicyDef|asteroid|GetManualModeAllowedResources			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05826	Data/FlightPolicyDef.lua	FlightPolicyDef|earth|GetAutoModeAllowedResources			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05830	Data/FlightPolicyDef.lua	FlightPolicyDef|our_colony|GetAutoModeAllowedResources			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05831	Data/FlightPolicyDef.lua	FlightPolicyDef|our_colony|GetManualModeAllowedResources			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05833	Data/FlightPolicyDef.lua	FlightPolicyDef|our_colony|OnCmdWaitInOrbitBegin			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05849	Data/GameRuleDef.lua	GameRuleDef|ChaosTheory|description			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05858	Data/GameRuleDef.lua	GameRuleDef|NoPolitics|OnActivate.eval			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05859	Data/GameRuleDef.lua	GameRuleDef|NoPolitics|OnActivate[1][1].Value			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05863	Data/GameRuleDef.lua	GameRuleDef|NoPolitics|[1].Law			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05866	Data/GameRuleDef.lua	GameRuleDef|NoPolitics|[3].Law			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05907	Data/Label.lua	Label|Data/Label.lua#28|[2]			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05908	Data/Label.lua	Label|Data/Label.lua#28|[4]			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05911	Data/Label.lua	Label|Data/Label.lua#30|[2]			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05912	Data/Label.lua	Label|Data/Label.lua#30|[4]			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05915	Data/Label.lua	Label|Data/Label.lua#31|[2]			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05916	Data/Label.lua	Label|Data/Label.lua#32|[2]			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05917	Data/Label.lua	Label|Data/Label.lua#32|[4]			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05923	Data/Label.lua	Label|Data/Label.lua#35|[2]			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05924	Data/Label.lua	Label|Data/Label.lua#35|[4]			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05952	Data/Label.lua	Label|Data/Label.lua#48|[4]			03	03b	pending			SEAM_REPORT.md#remaining
PRESETS	P05959	Data/Label.lua	Label|Data/Label.lua#51|[4]			03	03b	pending			SEAM_REPORT.md#remaining
